@RELATION essay
@ATTRIBUTE length REAL
@ATTRIBUTE avg_word_length REAL
@ATTRIBUTE avg_sentence_length REAL
@ATTRIBUTE num_yous REAL
@ATTRIBUTE percent_distinct_words REAL
@ATTRIBUTE score {0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60}
@DATA
84,4.41666666667,28.6666666667,0,0.690476190476,2
186,4.23655913978,27.4285714286,0,0.549450549451,3
39,4.66666666667,8.6,0,0.769230769231,0
204,4.44607843137,19.4545454545,0,0.540404040404,3
208,4.46153846154,15.7857142857,0,0.620192307692,3
18,4.33333333333,9.5,0,0.833333333333,0
34,4.29411764706,17.5,0,0.764705882353,1
46,3.86956521739,10.0,0,0.717391304348,1
117,4.48717948718,15.5,1,0.637931034483,1
63,4.80952380952,13.4,0,0.730158730159,1
51,3.90196078431,17.6666666667,0,0.647058823529,1
158,4.48101265823,20.625,1,0.620253164557,3
44,4.43181818182,9.6,2,0.886363636364,1
101,4.25742574257,15.2857142857,1,0.680412371134,2
64,3.671875,22.0,2,0.698412698413,0
81,4.01234567901,12.4285714286,1,0.654320987654,1
190,4.44736842105,24.625,1,0.584210526316,3
141,4.54609929078,21.0,0,0.581560283688,3
18,4.55555555556,9.5,0,0.722222222222,0
55,4.6,10.0,0,0.727272727273,1
52,4.38461538462,13.75,0,0.807692307692,1
166,4.53012048193,13.6923076923,0,0.475903614458,2
52,4.92307692308,13.75,0,0.711538461538,1
66,4.24242424242,14.0,0,0.80303030303,2
119,4.89915966387,14.1111111111,0,0.680672268908,2
160,4.09375,23.7142857143,3,0.575,2
145,4.57931034483,29.8,0,0.579310344828,2
10,3.6,5.5,0,1.0,1
68,4.10294117647,10.5714285714,4,0.691176470588,1
105,4.49523809524,15.8571428571,0,0.647619047619,2
266,2.53759398496,38.8571428571,0,0.503144654088,2
63,3.57142857143,21.6666666667,0,0.75,1
114,4.28070175439,19.8333333333,0,0.614035087719,2
23,4.17391304348,12.0,0,0.826086956522,0
86,4.39534883721,18.0,0,0.709302325581,1
27,4.03703703704,14.0,0,0.851851851852,1
58,4.31034482759,15.25,2,0.775862068966,1
149,4.61073825503,19.5,0,0.684563758389,3
54,3.87037037037,14.25,0,0.592592592593,1
85,4.08235294118,13.0,0,0.682352941176,1
32,4.84375,16.5,0,0.84375,1
103,4.93203883495,21.4,0,0.676470588235,2
133,4.75939849624,17.5,0,0.578947368421,2
82,4.08536585366,14.5,2,0.756097560976,1
150,4.32666666667,30.8,0,0.613333333333,3
49,4.95918367347,17.0,0,0.816326530612,1
61,4.44262295082,31.0,0,0.737704918033,0
134,5.07462686567,17.625,1,0.694029850746,2
92,3.95652173913,16.1666666667,0,0.619565217391,2
123,4.67479674797,13.2,1,0.609756097561,2
85,4.29411764706,17.8,0,0.768292682927,1
201,4.4776119403,17.6666666667,1,0.507537688442,3
120,4.29166666667,18.0,0,0.558333333333,2
119,4.61344537815,24.6,0,0.613445378151,2
109,4.36697247706,14.5,1,0.54128440367,2
135,4.60740740741,17.75,0,0.711111111111,2
57,4.52631578947,12.2,1,0.59649122807,1
107,4.57009345794,36.3333333333,0,0.588785046729,2
148,4.45945945946,25.5,0,0.619047619048,2
70,4.55714285714,14.8,0,0.757142857143,1
65,3.98461538462,33.0,0,0.738461538462,0
81,4.40740740741,21.0,0,0.653846153846,0
43,4.3488372093,11.5,0,0.780487804878,1
131,3.92366412214,19.5714285714,0,0.647540983607,2
123,4.30081300813,18.4285714286,1,0.680327868852,1
30,4.1,10.6666666667,0,0.8,1
36,4.61111111111,12.6666666667,2,0.916666666667,0
92,4.0652173913,23.75,1,0.663043478261,1
222,4.27027027027,23.1,4,0.614678899083,3
202,4.50495049505,26.125,0,0.584158415842,2
189,4.7037037037,18.0909090909,0,0.529411764706,3
128,4.1953125,19.1428571429,2,0.595238095238,2
64,4.5,22.0,0,0.714285714286,1
18,4.11111111111,9.5,0,0.823529411765,0
130,4.4,15.3333333333,0,0.646153846154,3
65,4.52307692308,22.3333333333,0,0.784615384615,1
100,4.32,17.5,1,0.66,0
80,4.1625,40.5,2,0.7,1
44,4.09090909091,15.3333333333,0,0.727272727273,1
81,4.48148148148,17.0,0,0.765432098765,1
128,4.359375,15.1111111111,1,0.732283464567,2
105,4.13333333333,18.3333333333,0,0.657142857143,1
132,3.99242424242,19.7142857143,1,0.621212121212,2
39,4.38461538462,13.6666666667,0,0.868421052632,1
168,4.19047619048,28.8333333333,0,0.586826347305,2
58,4.46551724138,15.25,0,0.655172413793,1
61,4.32786885246,21.0,0,0.770491803279,1
117,4.18803418803,15.5,1,0.65811965812,2
131,4.12977099237,17.25,0,0.610687022901,2
65,4.35384615385,17.0,0,0.830769230769,1
38,4.65789473684,13.3333333333,0,0.710526315789,0
62,4.3064516129,13.2,0,0.741935483871,2
36,3.69444444444,36.0,0,0.685714285714,1
219,4.57534246575,25.2222222222,0,0.579908675799,3
77,4.31168831169,16.2,1,0.671052631579,0
73,4.24657534247,15.4,0,0.763888888889,0
126,4.53968253968,21.8333333333,0,0.611111111111,3
50,4.68,17.3333333333,0,0.74,1
168,4.78571428571,21.875,0,0.464285714286,2
108,4.42592592593,18.8333333333,0,0.635514018692,2
115,4.45217391304,17.2857142857,0,0.660869565217,2
193,4.25906735751,25.0,0,0.572916666667,3
94,4.58510638298,14.2857142857,0,0.723404255319,2
47,4.40425531915,16.3333333333,0,0.772727272727,0
251,4.26693227092,16.625,1,0.533864541833,3
150,4.38,25.8333333333,0,0.513333333333,2
46,4.21739130435,12.25,0,0.739130434783,1
13,4.23076923077,7.0,0,0.923076923077,0
77,4.2987012987,20.0,0,0.753246753247,1
169,4.5798816568,17.8,0,0.590361445783,3
44,3.90909090909,22.5,0,0.697674418605,1
69,4.49275362319,18.0,0,0.753623188406,1
73,4.8904109589,19.0,0,0.780821917808,2
55,3.43636363636,55.0,2,0.740740740741,0
82,4.74390243902,6.78571428571,0,0.69512195122,1
80,4.475,10.875,0,0.6625,0
88,4.30681818182,18.4,0,0.625,2
46,3.80434782609,46.0,1,0.695652173913,1
76,4.31578947368,26.0,0,0.675675675676,1
64,4.140625,16.75,1,0.71875,1
61,4.40983606557,31.0,0,0.770491803279,1
68,4.61764705882,23.3333333333,0,0.720588235294,2
174,4.48850574713,25.7142857143,0,0.586206896552,3
61,2.4262295082,31.0,0,0.911764705882,1
89,4.2808988764,15.6666666667,0,0.61797752809,1
56,4.67857142857,12.0,0,0.767857142857,1
61,4.16393442623,16.0,0,0.754098360656,2
86,3.08139534884,18.0,1,0.78125,1
128,4.1171875,26.4,0,0.578125,1
68,4.61764705882,17.75,0,0.794117647059,1
98,4.29591836735,25.25,0,0.622448979592,1
267,4.09737827715,18.7333333333,2,0.53007518797,2
164,4.42682926829,24.2857142857,0,0.55900621118,3
94,4.15957446809,14.2857142857,1,0.688172043011,1
95,4.15789473684,16.6666666667,0,0.684210526316,1
67,4.05970149254,12.0,0,0.716417910448,0
41,4.26829268293,21.0,0,0.829268292683,0
110,4.09090909091,28.25,0,0.645454545455,2
113,3.92920353982,23.4,0,0.628318584071,1
33,3.63636363636,33.0,0,0.787878787879,0
127,4.51968503937,19.0,0,0.677165354331,2
27,4.25925925926,14.0,0,0.814814814815,1
47,4.10638297872,10.2,0,0.723404255319,1
171,3.78362573099,22.25,1,0.634482758621,2
132,4.20454545455,15.5555555556,0,0.5,2
33,4.57575757576,11.6666666667,0,0.787878787879,1
124,4.54838709677,25.6,0,0.572580645161,1
120,4.35,14.2222222222,0,0.658333333333,2
72,4.33333333333,15.2,1,0.819444444444,1
155,4.97419354839,12.0,0,0.61935483871,3
41,4.19512195122,14.3333333333,0,0.756097560976,1
157,4.57324840764,20.5,0,0.585987261146,3
43,4.04651162791,11.5,0,0.813953488372,1
178,4.38202247191,18.7,0,0.585227272727,2
91,4.42857142857,12.25,0,0.703296703297,2
50,4.96,17.3333333333,0,0.7,1
27,4.03703703704,14.0,0,0.925925925926,0
97,4.45360824742,17.0,0,0.659793814433,2
96,4.26041666667,20.0,0,0.65625,2
114,4.40350877193,19.8333333333,0,0.570175438596,2
95,4.23157894737,24.5,0,0.606382978723,2
37,4.2972972973,19.0,0,0.837837837838,1
90,4.05555555556,15.8333333333,0,0.644444444444,1
58,4.86206896552,12.4,2,0.775862068966,1
39,4.66666666667,10.5,0,0.846153846154,0
99,4.59595959596,17.3333333333,0,0.622448979592,1
125,4.56,13.4,0,0.64,2
119,4.34453781513,14.1111111111,0,0.694915254237,2
102,4.39215686275,13.625,0,0.693069306931,2
61,4.7868852459,21.0,0,0.672131147541,2
77,4.2987012987,13.6666666667,0,0.675324675325,1
68,4.08823529412,17.75,0,0.705882352941,1
156,3.99358974359,26.8333333333,2,0.589743589744,2
110,4.21818181818,37.3333333333,1,0.648148148148,1
38,4.52631578947,19.5,0,0.842105263158,1
38,4.13157894737,10.25,1,0.763157894737,0
155,5.05161290323,9.10526315789,0,0.625806451613,3
127,4.45669291339,16.75,0,0.685039370079,2
122,4.7131147541,18.2857142857,0,0.606557377049,2
139,4.62589928058,18.25,1,0.68115942029,2
48,4.02083333333,12.75,2,0.791666666667,1
49,4.48979591837,17.0,0,0.734693877551,1
144,4.52777777778,21.4285714286,1,0.63829787234,3
211,4.22748815166,24.3333333333,0,0.57345971564,3
117,3.52991452991,20.3333333333,0,0.795698924731,2
183,4.51366120219,16.1666666667,0,0.431693989071,3
149,4.60402684564,15.8,0,0.621621621622,3
77,4.55844155844,11.8571428571,0,0.701298701299,2
196,4.08163265306,20.5,3,0.647058823529,3
30,4.6,15.5,0,0.8,1
47,3.95744680851,12.5,0,0.840909090909,0
169,4.44970414201,13.0,0,0.579881656805,3
153,4.45098039216,14.8181818182,0,0.607843137255,3
68,4.08823529412,17.75,0,0.720588235294,1
18,5.11111111111,6.66666666667,0,0.888888888889,1
101,4.53465346535,26.0,0,0.643564356436,1
28,4.53571428571,10.0,0,0.75,0
94,4.94680851064,16.5,0,0.670212765957,2
39,3.92307692308,20.0,0,0.641025641026,1
111,3.21621621622,28.5,2,0.607142857143,1
17,4.76470588235,9.0,0,1.0,0
157,2.26114649682,79.0,0,0.622222222222,2
37,4.10810810811,19.0,0,0.756756756757,1
99,4.59595959596,25.5,0,0.69696969697,1
158,4.38607594937,20.625,7,0.588607594937,2
66,4.34848484848,11.8333333333,0,0.651515151515,2
237,4.22784810127,20.6666666667,1,0.510548523207,1
66,4.24242424242,11.8333333333,0,0.712121212121,1
124,4.40322580645,14.6666666667,0,0.604838709677,2
125,4.176,21.6666666667,0,0.592,2
68,4.55882352941,14.4,0,0.705882352941,1
33,4.51515151515,7.4,0,0.878787878788,1
84,4.86904761905,17.6,0,0.72619047619,2
42,4.66666666667,9.2,0,0.833333333333,0
119,4.49579831933,17.8571428571,0,0.635593220339,2
169,4.4674556213,19.6666666667,0,0.618181818182,3
37,4.27027027027,8.2,0,0.833333333333,0
88,4.27272727273,18.4,0,0.625,2
200,4.565,25.875,0,0.542713567839,3
163,4.49693251534,21.25,0,0.564417177914,0
78,4.44871794872,13.8333333333,0,0.679487179487,1
103,3.50485436893,18.0,0,0.631067961165,2
46,4.45652173913,23.5,0,0.826086956522,1
78,4.25641025641,12.0,0,0.679487179487,1
75,4.29333333333,19.5,0,0.773333333333,2
37,3.7027027027,13.0,0,0.756756756757,1
74,4.05405405405,15.6,0,0.676056338028,1
220,4.67272727273,22.9,0,0.579908675799,3
188,4.27659574468,19.7,0,0.688524590164,1
17,4.47058823529,9.0,0,0.823529411765,1
115,4.18260869565,17.2857142857,0,0.565217391304,3
102,4.55882352941,15.4285714286,0,0.676470588235,0
121,4.4958677686,18.1428571429,0,0.652892561983,2
52,4.44230769231,13.75,0,0.745098039216,0
86,4.1976744186,22.25,0,0.651162790698,2
83,4.56626506024,17.4,0,0.771084337349,1
43,3.81395348837,15.0,0,0.720930232558,0
184,4.35869565217,23.875,0,0.58152173913,2
51,4.92156862745,13.5,0,0.745098039216,0
25,4.52,9.0,1,0.84,0
136,4.34558823529,17.875,0,0.681481481481,2
156,4.5641025641,26.8333333333,0,0.589743589744,3
123,4.69918699187,21.3333333333,0,0.569105691057,2
31,4.03225806452,16.0,0,0.8,0
77,3.90909090909,16.2,1,0.623376623377,1
65,4.15384615385,10.1428571429,0,0.769230769231,1
37,4.16216216216,13.0,0,0.837837837838,0
31,4.45161290323,16.0,0,0.870967741935,1
25,4.52,13.0,0,0.92,0
214,4.22897196262,22.3,0,0.572815533981,3
72,4.54166666667,15.2,0,0.625,1
192,4.75,16.9166666667,0,0.614583333333,3
35,4.91428571429,12.3333333333,0,0.828571428571,0
160,4.19375,13.2307692308,1,0.64375,3
143,4.82517482517,18.75,0,0.594405594406,2
134,4.77611940299,11.2307692308,0,0.574626865672,2
106,3.94339622642,22.0,0,0.58,2
25,3.96,13.0,0,0.88,0
27,4.40740740741,14.0,0,0.807692307692,1
77,4.68831168831,16.2,0,0.688311688312,1
100,4.52,20.8,0,0.68,2
39,4.69230769231,10.5,0,0.846153846154,1
32,4.375,16.5,0,0.8125,1
92,4.58695652174,16.1666666667,0,0.619565217391,1
74,4.77027027027,37.5,0,0.72972972973,2
150,4.47333333333,22.2857142857,0,0.56,3
101,4.67326732673,17.6666666667,0,0.712871287129,2
52,4.46153846154,13.75,1,0.826923076923,1
111,4.09009009009,19.3333333333,1,0.684684684685,0
33,3.87878787879,11.6666666667,1,0.757575757576,0
237,3.20675105485,19.1538461538,0,0.624277456647,3
113,4.64601769912,15.0,0,0.601769911504,2
81,4.17283950617,14.3333333333,1,0.604938271605,1
53,4.60377358491,14.0,0,0.754716981132,1
47,3.87234042553,16.3333333333,0,0.744680851064,0
101,4.49504950495,21.0,0,0.584158415842,2
82,4.40243902439,41.5,0,0.707317073171,2
132,4.71212121212,15.5555555556,0,0.681818181818,2
56,4.46428571429,28.5,0,0.660714285714,1
68,3.69117647059,34.5,0,0.661764705882,1
133,4.1954887218,19.8571428571,0,0.511278195489,2
59,4.81355932203,12.6,0,0.796610169492,0
60,4.0,15.75,0,0.71186440678,1
143,4.12587412587,21.2857142857,0,0.592592592593,3
76,4.36842105263,13.5,0,0.706666666667,2
100,4.78,15.1428571429,0,0.71,3
86,4.51162790698,18.0,0,0.697674418605,2
133,4.29323308271,27.4,0,0.69465648855,3
99,4.60606060606,20.6,0,0.616161616162,1
53,3.94339622642,27.0,0,0.823529411765,1
65,4.6,13.8,2,0.784615384615,0
56,4.10714285714,12.0,0,0.767857142857,1
29,4.93103448276,10.3333333333,0,0.655172413793,1
77,4.23376623377,16.2,2,0.684210526316,1
126,4.01587301587,18.8571428571,0,0.444444444444,2
71,4.35211267606,12.6666666667,0,0.718309859155,2
39,3.71794871795,13.6666666667,0,0.871794871795,1
69,4.39130434783,12.3333333333,0,0.68115942029,1
78,4.10256410256,16.4,1,0.74358974359,2
122,4.43442622951,13.1,0,0.680327868852,2
90,4.4,30.6666666667,0,0.674157303371,0
88,4.80681818182,22.75,0,0.689655172414,2
93,4.41935483871,19.4,0,0.623655913978,1
64,4.328125,22.0,0,0.78125,1
131,4.34351145038,15.4444444444,0,0.549618320611,2
161,4.49068322981,13.3076923077,0,0.521739130435,2
77,4.53246753247,20.0,2,0.818181818182,1
206,4.48058252427,19.6363636364,6,0.587378640777,3
58,4.06896551724,15.25,0,0.724137931034,1
152,4.42763157895,22.5714285714,0,0.644736842105,2
125,4.312,21.6666666667,0,0.616,2
52,4.26923076923,26.5,0,0.711538461538,0
50,4.26,17.3333333333,0,0.68,1
39,4.38461538462,13.6666666667,0,0.769230769231,0
77,4.28571428571,20.0,0,0.636363636364,2
108,4.75,16.2857142857,0,0.611111111111,1
74,5.05405405405,15.6,2,0.716216216216,2
29,4.65517241379,10.3333333333,0,0.758620689655,1
193,4.43523316062,14.7142857143,0,0.528497409326,3
121,4.82644628099,13.0,0,0.694214876033,3
231,2.16883116883,47.0,0,0.627118644068,2
43,3.95348837209,15.0,0,0.720930232558,0
111,4.47747747748,13.2222222222,0,0.675675675676,2
93,4.27956989247,16.3333333333,0,0.612903225806,0
186,4.0376344086,21.5555555556,0,0.678362573099,2
86,4.3488372093,29.3333333333,0,0.720930232558,1
65,4.13846153846,17.0,0,0.738461538462,1
35,5.77142857143,9.5,0,0.857142857143,0
38,3.97368421053,19.5,0,0.911764705882,1
16,5.5,4.75,0,0.8125,0
65,3.76923076923,17.0,0,0.646153846154,0
35,4.51428571429,12.3333333333,0,0.714285714286,0
142,4.33098591549,21.1428571429,0,0.584507042254,3
107,3.24299065421,22.2,0,0.662921348315,1
97,4.35051546392,25.0,0,0.680412371134,1
101,4.51485148515,17.6666666667,0,0.623762376238,2
140,4.63571428571,18.375,0,0.671428571429,3
111,4.16216216216,10.1666666667,0,0.627272727273,1
151,4.66225165563,19.75,0,0.629139072848,3
239,4.53556485356,24.8,1,0.586206896552,3
75,3.76,15.8,0,0.708333333333,0
147,4.57823129252,30.2,0,0.534246575342,2
125,4.504,25.8,1,0.632,2
64,4.65625,11.5,0,0.65625,1
151,4.27814569536,19.75,0,0.586666666667,2
93,4.13978494624,16.3333333333,0,0.634408602151,2
156,4.64743589744,18.2222222222,1,0.615384615385,3
89,4.02247191011,15.6666666667,1,0.674157303371,1
99,3.90909090909,20.6,0,0.656565656566,2
48,4.14583333333,16.6666666667,0,0.75,0
23,4.5652173913,12.0,0,0.782608695652,1
130,4.54615384615,22.5,3,0.646153846154,2
59,4.05084745763,15.5,0,0.655172413793,1
162,4.4012345679,24.0,0,0.623456790123,3
132,4.0,33.75,0,0.568181818182,2
96,4.19791666667,14.5714285714,0,0.705263157895,1
289,4.48096885813,17.9411764706,0,0.534722222222,3
79,4.53164556962,27.0,0,0.683544303797,1
85,4.09411764706,15.0,0,0.72619047619,2
92,2.97826086957,23.75,0,0.640625,1
37,5.02702702703,13.0,0,0.810810810811,1
34,3.82352941176,17.5,0,0.794117647059,0
88,4.21590909091,15.5,0,0.613636363636,2
136,4.46323529412,13.2727272727,0,0.566176470588,2
44,4.56818181818,11.75,0,0.727272727273,1
45,4.46666666667,15.6666666667,0,0.733333333333,1
69,4.76811594203,18.0,1,0.797101449275,2
90,4.35555555556,13.7142857143,2,0.733333333333,2
59,4.22033898305,20.3333333333,0,0.677966101695,0
28,4.21428571429,14.5,0,0.785714285714,0
29,4.93103448276,15.0,1,0.896551724138,0
124,4.60483870968,16.375,0,0.653225806452,3
76,4.25,13.5,0,0.72,2
114,4.38596491228,19.8333333333,0,0.666666666667,2
192,4.484375,22.2222222222,0,0.494791666667,2
107,4.0,22.2,1,0.542056074766,1
182,4.3956043956,17.4545454545,1,0.530386740331,3
